1,Ort (260$a),Jahr (260$c),"Quellenart, Umfang (300$a)",Format (300$c),Quellentyp (593$a),Zusätzl. Bemerkung (500$a),Lit. Fest (657$a)
850809810,,[1850-1899],score + part,240x330 mm,Manuscript copy,,"Parasceve, Feria VI in"
850810186,,[1800-1849],score + part,237x324 mm,Manuscript copy,,
850810308,,[1800-1849],score + part,220x310 mm,Manuscript copy,,
850810332,,[1800-1849],score + part,231x330 mm,Manuscript copy,,
850810342,,1840-1860,score + part,320 x 248 mm,Manuscript copy,,
850810398,,1860-1890,score + part,326 x 246 mm,Manuscript copy,,
850810543,,[1800-1849],score + part,233x308 mm,Manuscript copy,,
850810743,,[1850-1899],score + part,330x240 mm,Manuscript copy,,
850810870,,[1800-1849],score + part,315x224 mm,Manuscript copy,,
850810925,,[1800-1849],score + part,227x321 mm,Manuscript copy,,
850811164,,[1850-1899],score + part,236x333 mm,Manuscript copy,,
850811397,,[1850-1899],score + part,240x330 mm,Manuscript copy,,
850817596,,[1800-1849],score + part,329x247 mm,Manuscript copy,,
850800079,,[1900-1999],1 score,275x190 mm,Manuscript copy,,
850807417,,[1800-1810],1 score,230x327 mm,Manuscript copy,,
850810492,,[1800-1849],1 score,229x327 mm,Manuscript copy,,
850810633,,[1800-1849],1 score,220x300 mm,Manuscript copy,,
850810933,,[1750-1799],1 score,230x320 mm,Manuscript copy,,
850811485,,[1800-1849],1 score,230x320 mm,Manuscript copy,,
850793419,,[1940-1960],1 score,350x275 mm,Manuscript copy,,
850809797,,[1800-1849],1 score,230x330 mm,Manuscript copy,Copista Vincenzo Rossini,
850811033,,[1800-1849],1 score,240x330 mm,Manuscript copy,,
850813464,,[1800-1849],1 score,220x310 mm,Manuscript copy,Copia di vari copisti,
850811078,,[1800-1849],1 score,233x325 mm,Manuscript copy,,
850804210,,[1600-1649],1 score,235 x 175 mm,Manuscript copy,,
850804269,,[1900-1910],1 score,229 x 315 mm,Manuscript copy,,
850804265,,1798,1 score,220x295 mm,Manuscript copy,,
850805956,,[1900-1949],1 score,330x240 mm,Manuscript copy,,
850811425,,[1850-1899],1 score,240x330 mm,Manuscript copy,,
850812722,,[1940-1960],1 score,343 x 260 mm,Manuscript copy,,
850608224,,[1841-1860],1 score,230x300 mm,Manuscript copy,,
850608539,,1848,1 score,230x290 mm. -,Manuscript copy,,
850618205,,[1741-1760?],1 score,198 x 260 mm,Manuscript copy,,
850618206,,[1770?],1 score,229 x 324 mm,Manuscript copy,,
850618207,,[1711-1740],1 score,222  x 305 mm.,Manuscript copy,,
850769702,,1842,1 score,240x310 mm,Manuscript copy,,
850769852,,[1841-1860],1 score,240x310 mm,Manuscript copy,,
850774702,,[1811-1840],1 score,474x296 mm. -,Manuscript copy,,
850775241,,1823,1 score,240x310 mm,Manuscript copy,,
850783387,,[1800-1849],1 score,425 x 290 mm,Manuscript copy,,
850791313,,1927,1 score,320x233 mm.,Manuscript copy,A p. 111: Corio Canavese agosto 1927.,
850791327,,[1700-1710],1 score,210x280 mm,Manuscript copy,,
850792980,,[1940-1960],1 score,315x250 mm,Manuscript copy,,
850793047,,[1940-1960],1 score,330x235 mm,Manuscript copy,,
850793185,,[1940-1960],1 score,345x275 mm,Manuscript copy,,
850793206,,[1940-1960],1 score,210x315 mm,Manuscript copy,,
850793293,,[1940-1960],1 score,325x235 mm,Manuscript copy,,
850793317,,[1940-1960],1 score,325x235 mm,Manuscript copy,,
850798702,,[1800-1849],1 score,230x320 mm,Manuscript copy,,
850798710,,[1800-1849],1 score,230x320 mm,Manuscript copy,,
850798711,,[1800-1849],1 score,230x320 mm,Manuscript copy,,
850798998,,[1900-1999],1 score,325x235 mm,Manuscript copy,,
850799003,,[1900-1949],1 score,325x235 mm,Manuscript copy,,
850799004,,[1900-1949],1 score,325x235 mm,Manuscript copy,,
850799048,,[1900-1949],1 score,325x235 mm,Manuscript copy,,
850799082,,[1900-1949],1 score,325x235 mm,Manuscript copy,,
850799360,,[1900-1949],1 score,325x235 mm,Manuscript copy,,
850799407,,[1900-1949],1 score,325x235 mm,Manuscript copy,,
850799597,,[1900-1949],1 score,325x235 mm,Manuscript copy,,
850799653,,[1900-1949],1 score,325x235 mm,Manuscript copy,,
850799698,,[1900-1949],1 score,325x235 mm,Manuscript copy,,
850799749,,[1900-1949],1 score,325x235 mm,Manuscript copy,,
850799984,,[1900-1949],1 score,325x235 mm,Manuscript copy,,
850800040,,[1900-1999],1 score,325x235 mm,Manuscript copy,,
850801704,,[1800-1849],1 score,235x335 mm,Manuscript copy,,
850801788,,after 1812,1 score,225x300 mm,Manuscript copy,,
850801918,,[1800-1849],1 score,240x335 mm,Manuscript copy,,
850801944,,[1800-1810],1 score,240x330 mm,Manuscript copy,,
850802018,,[1900-1949],1 score,245x335 mm,Manuscript copy,,
850802021,,[1840-1860],1 score,230x320 mm,Manuscript copy,,
850803696,,[1793-1842],1 score,267x338 mm,Manuscript copy,,
850804399,Reggio nell'Emilia,22 gennaio 1898,1 score,346 x 248 mm,Manuscript copy,[copia di Guglielmo Mattioli?],
850804736,,[1840-1860],1 score,220 x 310 mm.,Manuscript copy,,
850804750,,1907,1 score,230 x 320 mm,Manuscript copy,,
850805801,,[1900-1949],1 score,344x235 mm,Manuscript copy,,
850805886,,after 1862,1 score,243x330 mm,Manuscript copy,,
850805970,,after 1813,1 score,217x308 mm,Manuscript copy,,
850807037,,[1900-1910],1 score,250 x 340 mm,Manuscript copy,,
850807217,,[1850-1899],1 score,245x333 mm,Manuscript copy,,
850807266,,[1900-1910],1 score,215 x 315 mm.,Manuscript copy,,
850807295,,[1900-1910],1 score,328x239 mm,Manuscript copy,,
850807361,,1940,1 score,331x243 mm,Manuscript copy,,
850807385,,[1950-1999],1 score,307x217 mm,Manuscript copy,,
850807397,,[1900-1949],1 score,325x237 mm,Manuscript copy,,
850807410,,[1900-1949],1 score,237x323 mm,Manuscript copy,,
850807923,,[1900-1949],1 score,330x239 mm,Manuscript copy,,
850808009,,1994,1 score,243x335 mm,Manuscript copy,,
850808819,,[1690-1699],1 score,106 x 280 mm,Manuscript copy,,
850809508,,[1900-1910],1 score,340 x 240 mm.,Manuscript copy,,
850809754,,[1800-1810],1 score,223x314 mm,Manuscript copy,,
850809783,,[1700-1700],1 score,230x320 mm,Manuscript copy,,
850809799,,[1800-1849],1 score,230x320 mm,Manuscript copy,Copista Vincenzo Rossini,
850809993,,1790-1810,1 score,225x322 mm,Manuscript copy,,
850809994,,[1800-1849],1 score,227x310 mm,Manuscript copy,,
850810006,,[1800-1849],1 score,229x324 mm,Manuscript copy,,
850810011,,[1850-1899],1 score,230x330 mm,Manuscript copy,,
850810131,,[1900-1910],1 score,300 x 233 mm,Manuscript copy,,
850810141,,[1800-1849],1 score,224x317 mm,Manuscript copy,,
850810171,,[1800-1849],1 score,233x323 mm,Manuscript copy,,
850810188,,[1800-1849],1 score,230x340 mm,Manuscript copy,Copista Vincenzo Rossini,
850810202,,1790-1810,1 score,235x322 mm,Manuscript copy,,
850810275,,[1800-1810],1 score,236x325 mm,Manuscript copy,,
850810280,,[1790-1810],1 score,221x315 mm,Manuscript copy,,
850810289,,[1800-1810],1 score,227x322 mm,Manuscript copy,,
850810302,,[1850-1899],1 score,180x300 mm,Manuscript copy,,
850810359,,1790-1810,1 score,224x323 mm,Manuscript copy,,
850810388,,[1850-1899],1 score,250x330 mm,Manuscript copy,,
850810391,,[1800-1849],1 score,240x330 mm,Manuscript copy,,
850810439,,[1800-1849],1 score,234x323 mm,Manuscript copy,,
850810463,,[1800-1849],1 score,226x321 mm,Manuscript copy,,
850810497,,[1800-1849],1 score,240x334 mm,Manuscript copy,,
850810510,,[1800-1849],1 score,220x313 mm,Manuscript copy,,
850810533,,[1800-1810],1 score,316x224 mm,Manuscript copy,,
850810545,,[1800-1849],1 score,239x331 mm,Manuscript copy,,
850810550,,[1800-1849],1 score,225x319 mm,Manuscript copy,,
850810569,,[1800-1849],1 score,240x330 mm,Manuscript copy,,
850810570,,[1800-1849],1 score,232x322 mm,Manuscript copy,,
850810608,,[1800-1849],1 score,227x328 mm,Manuscript copy,,
850810675,,[1800-1849],1 score,323x230 mm,Manuscript copy,Copista Vincenzo Rossini,
850810709,,[1800-1810],1 score,226x323 mm,Manuscript copy,,
850810735,,[1800-1849],1 score,238x326 mm,Manuscript copy,,
850810755,,[1800-1849],1 score,230x320 mm,Manuscript copy,Copista Vincenzo Rossini,
850810788,,[1800-1849],1 score,240x319 mm,Manuscript copy,,
850810790,,[1800-1849],1 score,240X330 mm,Manuscript copy,,
850810798,,[1800-1849],1 score,219x312 mm,Manuscript copy,,
850810800,,[1800-1849],1 score,236x314 mm,Manuscript copy,,
850810838,,[1800-1849],1 score,231x322 mm,Manuscript copy,,
850810840,,[1800-1849],1 score,227x313 mm,Manuscript copy,,
850810841,,[1800-1849],1 score,231x317 mm,Manuscript copy,,
850810884,,[1800-1849],1 score,232x330 mm,Manuscript copy,,
850810894,,[1800-1849],1 score,235x321 mm,Manuscript copy,,
850810937,,[1800-1849],1 score,232x308 mm,Manuscript copy,,
850810938,,[1800-1849],1 score,234x330 mm,Manuscript copy,,
850810953,,[1900-1910],1 score,328 x 243 mm.,Manuscript copy,,
850810988,,1845,1 score,240x330 mm,Manuscript copy,,
850810993,,[1800-1849],1 score,236x327 mm,Manuscript copy,,
850810994,,[1850-1899],1 score,240x330 mm,Manuscript copy,,
850811028,,[1850-1899],1 score,328x238 mm,Manuscript copy,,
850811066,,[1800-1849],1 score,233x324 mm,Manuscript copy,,
850811285,,[1890-1899],1 score,230 x 300 mm.,Manuscript copy,,
850811353,,[1890-1899],1 score,223 x 285 mm,Manuscript copy,,
850811479,,[1850-1899],1 score,230x320 mm,Manuscript copy,Copista Vincenzo Rossini,
850811519,,[1900-1910],1 score,260 x 334 mm.,Manuscript copy,,
850811523,,[1800-1849],1 score,234x329 mm,Manuscript copy,,
850812054,,[1740-1760],1 score,218 x 283 mm,Manuscript copy,,
850812164,,[1700-1710],1 score,225 x 310 mm,Manuscript copy,,
850812258,,[1760-1774?],1 score,220 x 295 mm,Manuscript copy,,
850812301,,[1940-1960],1 score,312 x 237 mm,Manuscript copy,,
850812506,,[1940-1960],1 score,347 x 269 mm,Manuscript copy,,
850812659,,[1750-1799],1 score,230x320 mm,Manuscript copy,,
850812890,,[1750-1799],1 score,230x320 mm,Manuscript copy,,
850812997,,[1790-1799],1 score,210 x 273 mm,Manuscript copy,,
850813066,,[1800-1810],1 score,214 x 279 mm,Manuscript copy,,
850813203,,[1800-1810],1 score,214 x 279 mm,Manuscript copy,,
850813480,,[1900-1910],1 score,320 x 240 mm,Manuscript copy,,
850815017,,[1800-1849],1 score,243x339 mm,Manuscript copy,,
850815876,,[1800-1849],1 score,230x311 mm,Manuscript copy,,
850816017,,[1800-1849],1 score,232x324 mm,Manuscript copy,,
850816311,,[1840-1860],1 score,238x328 mm,Manuscript copy,,
850816633,,[1800-1849],1 score,230x323 mm,Manuscript copy,,
850816708,,[1800-1849],1 score,244x337 mm,Manuscript copy,,
850817063,,[1800-1849],1 score,229x319 mm,Manuscript copy,,
850817338,,[1800-1849],1 score,243x297 mm                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,Manuscript copy,,
850817356,,[1800-1849],1 score,238x324 mm                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,Manuscript copy,,
850817416,,[1800-1849],1 score,215x302 mm                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,Manuscript copy,,
850817527,,[1850-1899],1 score,231x324 mm                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,Manuscript copy,,
850817575,,[1800-1849],1 score,238x318 mm,Manuscript copy,,
850793124,,[1940-1960],3 scores,305-330x240-255 mm,Manuscript copy,,
850798715,,[1800-1849],3 scores,230x320 mm,Manuscript copy,,
850793232,,[1940-1960],6 scores,325x235 mm,Manuscript copy,,
850791258,,[1940-1960],score,320x240 mm,Manuscript copy,,
850791264,,[1940-1960],score,320x240 mm,Manuscript copy,,
850802009,,[1850-1899],score,245x315 mm,Manuscript copy,,
850791222,,1830,score,295x226 mm,Manuscript copy,,
850791676,,[1700-1710],score,,Manuscript copy,,
850791679,,[1700-1710],score,,Manuscript copy,,
850791681,,[1700-1710],score,,Manuscript copy,,
850791682,,[1700-1710],score,,Manuscript copy,,
850791684,,[1700-1710],score,,Manuscript copy,,
850791688,,[1700-1710],score,,Manuscript copy,,
850792444,,[1700-1710],score,,Manuscript copy,,
850792488,,[1700-1710],score,,Manuscript copy,,
850792662,,[1700-1710],score,,Manuscript copy,,
850792707,,[1700-1710],score,,Manuscript copy,,
850792735,,[1700-1710],score,,Manuscript copy,,
850792742,,[1700-1710],score,,Manuscript copy,,
850792743,,[1700-1710],score,,Manuscript copy,,
850792754,,[1700-1710],score,,Manuscript copy,,
850792766,,[1700-1710],score,,Manuscript copy,,
850792778,,[1700-1710],score,,Manuscript copy,,
850792787,,[1700-1710],score,,Manuscript copy,,
850804268,,[1900-1949],score,165 x 240 mm,Manuscript copy,,
850805796,,1941,score,,Manuscript copy,,
850805869,,[1900-1949],score,295x227 mm,Manuscript copy,,
850807171,,[1900-1910],score,,Manuscript copy,,
850807254,,[1900-1910],score,240x329 mm,Manuscript copy,,
850810887,,1860-1890,score,34 cm,Manuscript copy,,
850811361,,[1850-1899],score,,Manuscript copy,,
850816743,Firenze,,score,,Manuscript copy,Copisteria di Musica Manzuoli e Meucci in via del Proconsolo in faccia alle Scalere di Badia.,
850816777,,,score,,Manuscript copy,Copisteria di Musica Manzuoli e Meucci in Via del Proconsolo in faccia alle Scalere di Badia,
850785221,,[1875-1885],score,,Manuscript copy,,
850785510,[Roma],1877,score,210x290 mm,Manuscript copy,,
850791256,,1891,score,356x244 mm,Manuscript copy,,
850791273,,1890,score,261x307 mm,Manuscript copy,,
850791275,,1890,score,369x245 mm,Manuscript copy,,
850791276,,[1910-1940],score,374x240 mm,Manuscript copy,Datazione: 20/p,
850791321,,1828,score,253x343 mm.,Manuscript copy,,
850792724,,1876,score,382x270 mm,Manuscript copy,,
850793013,,[1940-1960],score,195x325 mm,Manuscript copy,,
850793051,,[1940-1960],score,345x250 mm,Manuscript copy,,
850793182,,[1940-1960],score,325x235 mm,Manuscript copy,,
850793193,,[1940-1960],score,155x215 mm,Manuscript copy,,
850793196,,[1940-1960],score,325x235 mm,Manuscript copy,,
850793210,,[1940-1960],score,340x245 mm,Manuscript copy,,
850793221,,[1950-1999],score,330x245 mm,Manuscript copy,,
850793235,,[1940-1960],score,325x275 mm,Manuscript copy,,
850793238,,[1940-1960],score,150x210 mm,Manuscript copy,,
850793241,,[1940-1960],score,325x275 mm,Manuscript copy,,
850793242,,[1940-1960],score,325x275 mm,Manuscript copy,,
850793243,,[1940-1960],score,325x275 mm,Manuscript copy,,
850793247,,[1940-1960],score,330x240 mm,Manuscript copy,,
850793401,,[1940-1960],score,325x255mm,Manuscript copy,,
850793404,,[1940-1960],score,325x275 mm,Manuscript copy,,
850793414,,[1940-1960],score,210x385 mm,Manuscript copy,,
850793416,,[1940-1960],score,325x230 mm,Manuscript copy,,
850793422,,[1940-1960],score,325x235 mm,Manuscript copy,,
850793426,,[1940-1960],score,190x325 mm,Manuscript copy,,
850793428,,[1940-1960],score,,Manuscript copy,,
850799969,,[1900-1999],score,325x235 mm,Manuscript copy,,
850800061,,[1900-1999],score,315x235 mm,Manuscript copy,,
850800087,,[1900-1949],score,325x240 mm,Manuscript copy,,
850801688,,[1800-1849],score,240x325 mm,Manuscript copy,,
850801689,,[1800-1849],score,240x330 mm,Manuscript copy,,
850801690,,[1800-1849],score,240x335 mm,Manuscript copy,,
850801697,,[1800-1849],score,235x330 mm,Manuscript copy,,
850801698,,1840,score,235x325 mm,Manuscript copy,,
850801731,,[1850-1899],score,245x340 mm,Manuscript copy,,
850801745,,[1850-1899],score,330x250 mm,Manuscript copy,,
850801772,,[1790-1810],score,225x295 mm,Manuscript copy,,
850801782,,[1750-1799],score,230x325 mm,Manuscript copy,,
850801784,,[1850-1899],score,245x330 mm,Manuscript copy,,
850801786,,[1900-1949],score,325x240 mm,Manuscript copy,,
850801789,,1872,score,240x325 mm,Manuscript copy,,
850801794,,1871,score,240x320 mm,Manuscript copy,,
850801798,,[1890-1899],score,330x245 mm,Manuscript copy,,
850801802,,after 1851,score,220x290 mm,Manuscript copy,,
850801849,,[1900-1949],score,330x240 mm,Manuscript copy,,
850801852,,1934,score,290x220 mm,Manuscript copy,,
850801865,,[1800-1849],score,240x330 mm,Manuscript copy,,
850801875,,[1850-1899],score,235x325 mm,Manuscript copy,,
850801884,,[1890-1899],score,330x245 mm,Manuscript copy,,
850801898,,[1900-1910],score,240x335 mm,Manuscript copy,,
850802012,,[1850-1899],score,235x330 mm,Manuscript copy,,
850802041,,[1890-1899],score,245x340 mm,Manuscript copy,,
850802109,,[1850-1899],score,230x325 mm,Manuscript copy,,
850802135,,[1900-1949],score,330x240 mm,Manuscript copy,,
850802226,,[1850-1899],score,240x330 mm,Manuscript copy,,
850802376,,[1900-1949],score,335x240 mm,Manuscript copy,,
850802385,,[1900-1949],score,330x245 mm,Manuscript copy,,
850802386,,circa 1956,score,330x240 mm,Manuscript copy,,
850803716,,[circa 1840],score,261x330 mm,Manuscript copy,,
850803728,,[circa 1840],score,267x338 mm,Manuscript copy,Copia di vari copisti,
850805083,,[1890-1899],score,230 x 310 mm,Manuscript copy,,
850805198,,[1840-1860],score,200 x 230 mm,Manuscript copy,,
850805628,,[1900-1910],score,230 x 320 mm,Manuscript copy,,
850805649,,[1900-1949],score,310 x 230 mm.,Manuscript copy,,
850805693,,[1840-1860],score,230 x 310 mm,Manuscript copy,,
850805716,,[1900-1949],score,330 x 230 mm,Manuscript copy,,
850805778,,[1940-1960],score,300x228 mm,Manuscript copy,,
850805788,,[1940-1960],score,320x232 mm,Manuscript copy,,
850805795,,1930,score,327x238 mm,Manuscript copy,,
850805799,,[1940-1960],score,324x241 mm,Manuscript copy,,
850805846,,[1940-1960],score,340x245 mm,Manuscript copy,,
850805867,,[1900-1949],score,330x240 mm,Manuscript copy,,
850805872,,[1900-1949],score,352x250 mm,Manuscript copy,,
850805874,,[1940-1960],score,333x240 mm,Manuscript copy,,
850805881,,[1940-1960],score,322x238 mm,Manuscript copy,,
850805888,,[1850-1899],score,239x328 mm,Manuscript copy,,
850805900,,1941,score,330x240 mm,Manuscript copy,,
850805906,,[1900-1949],score,323x237 mm,Manuscript copy,,
850805919,,[1900-1949],score,328x240 mm,Manuscript copy,,
